owner_id,phone_number,operator
894190122859,7137985686,Vi
707998763403,9338722928,Airtel
729363461744,8578938827,Vi
335120053426,9553831331,BSNL
451730113003,6212856541,BSNL
792708900313,9525941047,Airtel
370333308978,8966594140,Jio
953382844298,6531713744,Vi
141064469796,7531622210,Airtel
480471478556,6776984637,Airtel
625118880032,8627562528,Airtel
380958338226,9249487565,Airtel
487578549064,7686258431,Vi
675757983662,6705098594,BSNL
337561396108,7519083155,Airtel
502760993258,6800198156,BSNL
344222753693,7576396841,BSNL
315234469122,8372552961,Jio
376238527166,9701420287,Vi
588136109158,8907313893,Jio
357591886563,7777745249,Vi
780757122772,8512912706,BSNL
111652215927,7665817302,Vi
829193417690,8722525064,Airtel
188403829313,7983453226,Jio
579076460867,8316793173,Vi
268120062503,8228038408,Airtel
557628291568,7358369389,Airtel
842506223887,8580753023,Vi
355622296117,6330622531,Vi
625158301675,9266802930,Jio
784078129771,8997770682,BSNL
147821792297,7795813248,Jio
293412856321,6500514423,Vi
420315009472,9800367742,BSNL
912564752893,6254648114,Vi
219827389194,7964748214,Airtel
249580223330,7066037961,Vi
354457156181,9370411246,Airtel
948084375401,9736029446,Airtel
148975744316,9610520958,Jio
137877069120,6525170969,Airtel
256754409397,8148461895,BSNL
754906480134,6278080446,Airtel
768741225397,6018819277,Jio
488329823063,8940875707,Vi
262889626921,6129140994,Airtel
733361444801,6351091840,BSNL
801768569213,8423819040,Vi
898009795557,6255724449,BSNL
261751881929,7549347391,BSNL
746527136301,7553961216,Vi
208825182867,9393063554,BSNL
862114566063,6892061899,Airtel
598499351776,6870898307,BSNL
892213626922,7398792644,Vi
803232180387,8132161935,BSNL
811653191486,6428429569,Airtel
129289061225,9956768215,Jio
169665979913,7522615869,Airtel
360730022181,6567827477,Vi
913996568071,7727788777,Airtel
361925708980,7452213327,Jio
271859301928,7406919593,Airtel
871761804586,6813533384,Airtel
141851616302,6793521820,Jio
710075169577,6791253233,Jio
348199318455,8750268156,Airtel
178649090457,8922550292,Airtel
252435661415,9543905355,Jio
252232051026,9255896160,Jio
725923952099,6983967259,BSNL
323677260453,9526167553,Airtel
951821763566,8786783262,Jio
894146959339,9555435322,Jio
251369836472,9340491781,Vi
246466862744,8851941085,Airtel
751996050892,7870096323,Airtel
520836306552,6433448117,Airtel
729382923815,6918747181,Jio
382862230945,7429625165,Jio
155971697067,6292083944,Vi
473434463070,8821700906,Jio
705785207774,7158805179,Jio
565352261483,7615505361,BSNL
185734372757,9589980052,BSNL
732106997636,9334863977,BSNL
387778734724,7243328509,Airtel
745631271137,9130586803,Airtel
983670038683,6057256395,Airtel
753484322734,7690222548,BSNL
588774263531,7694599004,Jio
313523477963,8388535524,Vi
553126980034,7158151295,Vi
798651014226,8674863563,BSNL
758141066152,7972371424,BSNL
349411609028,6542147493,BSNL
515026194727,9735135688,BSNL
828887191843,8204717653,BSNL
726310656061,9759278902,Airtel
438316075458,8827067955,BSNL
651993797422,7583985608,Airtel
394789961866,7338006576,BSNL
813436759068,8778415385,Vi
586106575150,8113356907,Airtel
185902600856,9909636773,Airtel
933431912353,9679544662,Jio
702133569716,9300703009,Vi
463802461525,6969727291,BSNL
491068512277,9209655135,Airtel
376881660538,6217657388,Vi
608999866551,7762368442,Airtel
629740804675,6594712690,Vi
222068503192,7065275052,Vi
716787095794,9073631859,BSNL
207411935316,8436102745,Airtel
855757144198,6813936090,Airtel
456023118874,6187483943,Vi
415538623034,8243141980,Airtel
260110462579,9970486361,Airtel
757538770798,8245638370,BSNL
608494950173,9564464797,Jio
721297609126,6703730457,Airtel
799770710892,7568157701,Jio
924855377777,8943066790,BSNL
523087182771,9196282877,BSNL
825904991015,8772446983,Airtel
197217944630,7368761001,Airtel
655999003883,7416932734,BSNL
408532151284,8780850500,Jio
301633296563,8227054432,Jio
284315318469,6764919025,BSNL
788307378810,6881157902,Vi
973761138237,6286120517,Jio
485405863799,6229322032,Vi
217839312238,7741236043,Vi
435680340187,8163974363,Vi
195091820025,6746612192,Airtel
630581821901,6173792706,BSNL
437330302575,7367984072,Jio
107006164936,8015357556,Airtel
314326995250,6173964058,Airtel
174726467791,9441991415,Vi
228879863469,7499110258,Vi
907330415882,8189292083,Airtel
272556718315,9712303606,Vi
671465451415,6142242669,Airtel
510662830635,9144637726,Jio
784473868130,6727572277,Airtel
156740949409,6561284325,Airtel
539167590311,6899647432,Vi
339090134273,6863989194,BSNL
146515196104,6066147404,Jio
352675004308,9352523954,Jio
637978787918,9868375312,BSNL
416035813896,6303752539,Vi
116104111509,6649152968,Jio
507615114364,7040843380,Jio
802415692143,8345001854,Airtel
866799592690,9904957682,Jio
629792096022,9254268308,Vi
739204873056,6469515136,BSNL
746358175691,9542706288,Vi
979091900659,8719663620,Airtel
115184583082,7766029577,Airtel
628551639295,6136055711,BSNL
612670702572,8785247239,Vi
937168542689,9024649327,Jio
566393244355,9391886262,Airtel
702216134057,9460959527,Airtel
557975307801,8166008984,Jio
417397585692,6092557593,Airtel
130076823371,8217320205,BSNL
125333694482,9501589807,Airtel
301779416827,6323675178,Vi
542752367855,7743457710,Vi
431636360692,7876886999,BSNL
518308278192,8047347727,Vi
519818959578,9510790948,Airtel
389742636100,9003819335,Jio
473071171911,7210816963,BSNL
122922897089,6443754955,Vi
223438884726,9175540223,Vi
923661253651,9502980540,Vi
720730254888,8493342167,Vi
197992430839,7168094603,Airtel
880906881391,7615404075,BSNL
890145245621,7051557926,Airtel
303793180140,7555621614,BSNL
717844905777,9075645536,BSNL
960937932932,7565125842,Jio
334579019285,8271448714,Airtel
194732167516,7091338855,BSNL
755678264804,8229031948,Vi
227920365235,6544745696,Vi
923569469912,7907756148,Airtel
136475571230,8136926858,Vi
693062603990,9509779216,Airtel
573963365131,6100196160,Jio
924600691050,7902454161,BSNL
538810125251,8792070097,BSNL
425137732268,7551022131,Airtel
174497252695,6960775236,BSNL
439943965905,9917666819,Airtel
628125872893,6821147929,BSNL
774112862347,8023658410,BSNL
624974350123,9075344438,Jio
763910507402,6918179643,Vi
542015861280,8016021057,Airtel
556482916237,6781482308,Vi
771622591382,6778130349,Jio
123279646509,7885041801,Vi
682561900270,7042125989,Airtel
702255083918,7069890838,Airtel
662667229105,9973039599,Airtel
164820824872,8819833971,Vi
664240357205,7898572583,Airtel
221106621123,7467306661,Vi
682028530272,6998732544,BSNL
509855154563,6925054400,Airtel
737684897736,7636096552,Airtel
473848895487,7514455701,BSNL
849248915704,6497837722,Vi
372765040525,8625930997,BSNL
825659799621,8781952838,Airtel
747142736392,8023543251,Airtel
218332298551,6811996852,Airtel
847782396216,7686611241,Vi
252391844666,8732749134,Vi
334388364625,9270229055,BSNL
881716431054,8706526326,Vi
859542614150,7377573829,Vi
931172585016,9967186447,Vi
770733416125,8823928927,BSNL
776203732669,8791053088,Jio
888950836146,8205254348,Airtel
753821118662,6601490172,Vi
656081868845,9418788657,Airtel
577398673654,8000216574,Jio
393257045541,8549699277,Airtel
496290306612,8435691660,Airtel
231229773370,6799299734,BSNL
203246352512,8720000677,Vi
782512662688,7903954570,Airtel
469768935139,7474272685,BSNL
984512660833,8051291862,BSNL
322780002174,9063012926,Jio
997291221627,6723520345,Jio
363512891898,9508545191,Vi
794927899185,9254878439,Airtel
537825394944,9120629041,Vi
190265954015,7508279182,Vi
344689518084,6718607867,Vi
555144107417,9164763604,Vi
377100740242,8744584663,BSNL
672923120261,6579859359,Jio
439887109460,8289459511,Vi
892311910939,8009296939,Airtel
494521182340,7956316064,BSNL
526925855326,7269778292,Jio
546044309138,7682994531,BSNL
369949237621,6361817577,Airtel
151719909138,6553912831,BSNL
441345093534,7681494166,BSNL
377728799877,8347313745,BSNL
550106230968,6591846384,BSNL
809917755161,8663867169,BSNL
886574380582,8473387091,Vi
884427220964,7262381222,BSNL
782819087456,9190351362,Vi
795160005224,6686235828,BSNL
505054380140,7641510476,Jio
436326675630,8999557040,Airtel
153891629757,9930747784,Jio
428273585524,6656375320,Airtel
786774685550,8490422058,BSNL
776167814156,9545045355,Jio
154615613119,8324286717,BSNL
935956433442,9347294576,Jio
155773334901,7500771316,BSNL
620814690058,9604753612,BSNL
494716744557,6345740397,Jio
802837099182,9681347340,Airtel
807693505644,8097361428,Vi
533649937828,8603390294,Airtel
381938151481,7357254045,BSNL
497511226027,7568543678,Jio
875021119354,7961336109,Jio
738016528809,6548752161,Vi
704133072642,8265354328,Vi
569192370538,9051791123,Jio
640949809647,6637464176,Airtel
263204951275,6524486171,Jio
998445775757,7299326451,BSNL
130388077005,9207732203,Vi
401495173825,7349329971,Airtel
974464908801,6823509539,Vi
774780918306,6207981020,Vi
844709165642,7098156576,Vi
627333204238,9311007678,Vi
496478918675,9075736817,BSNL
675108974451,7902317607,Airtel
343054027564,9473036116,Vi
759427145850,8677479139,Vi
907708344466,6360370510,Vi
427102002065,8384180630,BSNL
477878308246,6931530105,Jio
827516733751,8378864003,BSNL
198302809837,9299239856,Vi
982763246476,8049466731,BSNL
398630111290,6152179681,Vi
501248962976,7963736087,Airtel
816818328113,7490387795,Jio
714190122339,7468365191,Vi
380983774130,8153061703,Jio
684722792588,6472497805,BSNL
678523791344,7911795061,BSNL
537157202418,7976534882,Airtel
266968966991,6329613816,Vi
413633358002,6849567902,Airtel
117351393881,9614169208,Airtel
392014342050,6676824451,Airtel
309570721071,6587533540,Airtel
694135036267,8940879168,Vi
486589627851,7332894756,BSNL
951698171232,8451933178,BSNL
391094720391,8715221410,Jio
457500115383,8818501455,Airtel
900235262277,6802006855,Jio
145397055420,7589332736,BSNL
186160613888,7144105272,Airtel
876302382273,7975770388,Airtel
868535883680,6212588642,Jio
848097737029,7282319020,BSNL
892503337354,6320209322,BSNL
230771136010,8358525135,Airtel
242668562489,6964748869,Jio
350108898528,6079964318,Airtel
231415727081,7143149088,Airtel
441832734608,8182917885,Vi
159549823429,7574991604,Airtel
713268333588,9474477397,BSNL
375999028083,6506469416,Jio
935151214746,7563145702,Jio
740020376472,7276962945,BSNL
189563898999,7090163835,Vi
966429562533,6763151824,Airtel
630911549453,6334123389,Airtel
831623847751,8281740897,BSNL
150682465383,9102686103,Vi
899768830726,6500218792,Jio
114429817652,8270701592,Vi
553047983430,6226623785,Jio
294757669410,9029648344,Airtel
189835963795,9345512156,Vi
176703497386,6156544736,BSNL
436854075005,6865813816,Vi
278826128219,9135729667,BSNL
476740263027,9499408871,BSNL
534786827491,8852204528,BSNL
397538488990,7346264154,Jio
811635137862,9335749465,Airtel
944314858159,8078002434,Jio
546048261178,8057946392,Airtel
137175002922,8708907628,Jio
743221860856,7108349233,Airtel
754000770141,7593455302,Airtel
101317297980,7987555837,BSNL
539121938838,7916715663,Airtel
483741388423,9204415040,Jio
269122129126,7329660011,Jio
195208395317,6052506488,BSNL
726079334157,6496988874,BSNL
549319528077,9464639844,BSNL
164971081637,9231587837,Airtel
135081243358,7817825307,Jio
175112782149,9282940116,Vi
941877391677,7721972924,Jio
762668362838,6687662237,BSNL
961090617583,9261222849,BSNL
781515586431,6977514912,Airtel
249972579844,8345448602,Airtel
651999750433,7110836130,BSNL
838205630117,6803468071,Airtel
781747834138,8531368058,Airtel
805147441994,9510499682,Vi
707566776225,7792656482,Airtel
481928335399,7686912362,BSNL
466062087310,8201610509,Jio
157162794059,8376887278,Airtel
237697064887,6134802504,Vi
559575526558,7427999968,Jio
911176742698,7273601707,BSNL
940593316232,7137971667,Jio
575854022275,7088718417,Airtel
968180408286,7029294035,Airtel
736503970260,9166360133,Vi
472773125183,8583838854,BSNL
559811152961,8608525548,Vi
415489449579,6103477568,Vi
756487855212,9827618146,Vi
540740793505,9865139234,Jio
518739223346,8361540597,BSNL
271012781297,7157007317,BSNL
995766150370,7384601709,BSNL
880116409363,6809251446,BSNL
340152646899,7919867764,Vi
616141010655,9877551859,Jio
376946236134,8287426014,Airtel
861182416532,6438047332,Vi
807766519076,6049052875,BSNL
280419585722,7099331362,BSNL
364412760621,6796839701,Airtel
588626461994,6893625055,Vi
949286123177,6995865322,Jio
647100064680,9884536679,BSNL
821303740244,7681935542,BSNL
255813076189,7691320408,Jio
855905165376,7915847553,Airtel
136371297377,6005037564,Airtel
286191715213,8169754948,Vi
656506107407,9951511076,Jio
152285048855,9883340340,BSNL
993235930142,9804891725,Airtel
640259785742,9261936335,Jio
396103140978,6485476763,BSNL
516029291981,7660421068,Jio
950372569349,6080524845,Vi
352228487497,7821294347,Airtel
730564683391,9264665760,BSNL
741537815341,8766009423,Airtel
301344473873,6028389242,BSNL
303831519564,6096801940,BSNL
269669957434,9121247339,Jio
952180672026,9316419673,BSNL
584023875936,6155823838,BSNL
581757804116,9747217912,Vi
809636522702,6141910127,BSNL
631240108425,8557845404,Jio
947050125410,9132254292,BSNL
604470058933,7315639427,BSNL
505261932014,8271816114,Vi
759926330052,6626161499,Vi
197502938537,9867879480,Airtel
482749185476,8417767401,Vi
762774674332,8309526694,BSNL
650422970600,8085899709,Airtel
530464466669,8913570139,Jio
337921277881,8501358041,Airtel
480717812782,8949516470,Vi
823119715865,7323959306,BSNL
340308625045,6690027400,Airtel
404262238573,9731969988,Vi
621284849638,6017995040,Airtel
803826182096,7911088525,Vi
400478348347,8547577364,Airtel
454311463060,9312310863,BSNL
628205083999,7022280828,Airtel
994690922442,8974719542,Vi
615394276534,7955468746,Airtel
150858177853,9535153923,BSNL
865642358663,6002942136,Vi
172532212781,7897001067,Vi
275777422195,7696470013,Jio
289906660864,6361576187,BSNL
489758305234,7042271910,BSNL
273624146943,9102693466,Vi
248236580671,7467674024,Jio
312491688213,6766253264,Vi
728971622317,9044397746,Vi
383731998753,9870567295,Airtel
833937960809,6855268920,Vi
871095839639,9465684196,Jio
747257067682,8665105677,BSNL
719390155955,9106832009,Vi
130469036631,9118464542,Airtel
256280170166,7570951709,BSNL
318601795178,7460170857,BSNL
943940608178,7121059814,Vi
896574873387,8677641249,BSNL
314445356988,9038148106,BSNL
755649213344,7831320762,Vi
136964752853,6696011177,Jio
697183304248,8234081882,BSNL
360716824758,6045351931,Vi
311819890436,8230297835,Jio
878128782009,7857008620,Airtel
569669750840,9317680835,Vi
916663304233,6423912604,Jio
900693206980,9318457633,Vi
174278992121,6119029264,Vi
491203816203,9281790016,Vi
131805938555,7581348532,Airtel
745669573545,6772506538,Vi
576017189878,6940137156,BSNL
700092455638,8117409069,Airtel
706333635730,7154439973,BSNL
311132599862,8544342461,BSNL
319130816469,7530754438,Vi
847537860540,6374270554,Vi
990020342798,6392746914,Airtel
929337449003,7329424692,Vi
398716626641,6938181165,Airtel
395311270460,7335555942,Airtel
160010890798,7396251946,Vi
739249740567,8073246066,Airtel
443534723020,7706562891,Airtel
143504763804,7759356628,Airtel
690126403763,9665508052,Vi
893103509996,8445511227,BSNL
160191239658,9294530618,Jio
612940420799,9355518603,Airtel
465853801285,8851671924,BSNL
704259773833,9091810155,Airtel
899182969134,8752943823,BSNL
748153816800,6251275860,Jio
455638629556,6636419389,Jio
567030286452,9664458658,Jio
523788266295,6596475710,Jio
185739886447,8852603111,BSNL
698047294351,9938096266,Jio
290235838957,8557508583,Airtel
269333468131,9977726267,Vi
830940638521,8583220308,BSNL
828620277438,7396453599,Airtel
896224084229,6946059467,Airtel
187444037860,7761572645,Vi
480037810805,9614207269,Airtel
904235767236,7449655596,Vi
540181266615,8739866635,BSNL
925218577482,9745390252,Jio
794327522486,7620994545,Airtel
635347906615,8221162833,BSNL
551134510405,7382548927,Jio
482328468749,7703793557,BSNL
387853170018,6734799859,Vi
527536355912,6845737722,Jio
447375571596,8059227749,Vi
597562649835,7214908931,Airtel
988795906706,9862562870,Airtel
723963196362,6202290215,Vi
132379370548,8627678514,Jio
785525456360,6804580484,Airtel
473865742646,9904017754,Airtel
771942521952,8407067095,Vi
591459260137,7939364385,Airtel
610614268593,6657258941,BSNL
950964164160,6159670633,Vi
938749298965,9433154954,BSNL
553076844362,9544156074,Airtel
411304207193,6000237269,BSNL
940092575189,6095803034,Airtel
539817979971,9954243608,Airtel
488400273931,7071162625,Jio
474202717846,9831305810,Vi
793836132969,9225053378,Airtel
178994595811,9722224262,Airtel
823602460839,9183573497,Airtel
904369723831,6277425515,Vi
145424627944,7103411155,Vi
582926815207,7374402156,Jio
479645321726,7532980836,Vi
274617189809,7694169020,Airtel
964290020202,7884701404,Vi
481789819234,6322131357,Airtel
819522392458,9626813516,Airtel
175998097307,8751777236,Airtel
725977993296,8652839001,Vi
707780393906,9881843142,Jio
179638155533,8081817373,Jio
808549750590,6965888535,Airtel
339643727979,9290280048,Airtel
453711331273,9661980382,Airtel
149198283926,8897730059,Airtel
636787022046,8511951415,BSNL
514314147554,9473392221,Vi
636614246594,9720487507,Airtel
143938915012,7524439152,Jio
977423209245,9092052146,Vi
558773966475,6351230366,Vi
572288802927,7722258443,Jio
423971355510,8616406468,BSNL
298852835339,7476553777,Airtel
660289628977,9801891252,BSNL
619489423589,9065458124,Vi
922631294431,6984890833,Jio
862987219477,9123416145,Jio
324043598550,9186987001,Airtel
551609961091,8946796318,Vi
280444545352,8378350204,Airtel
514145232443,7652531322,BSNL
940228438773,7461590323,Airtel
550161809847,8468552958,BSNL
309468177741,6991754470,Airtel
960352203355,6207853111,BSNL
355598371266,6903916772,BSNL
533783873235,7621580952,Vi
940901857943,7587743868,Airtel
510454011071,9039795310,Jio
499557119025,9241440914,Airtel
279265767590,9402976329,Vi
963034954429,7095438292,BSNL
977506943918,8870501115,BSNL
510384537484,9542549650,Airtel
110176686977,7808100320,Jio
282009293709,9170487455,Airtel
815969710335,9517162060,Jio
840433716569,6003379940,BSNL
895199630123,6910946070,Airtel
838835314306,6785323308,Airtel
979718033173,8773934324,Jio
120356473823,6826666344,Airtel
369163628489,8965656294,Vi
145022222072,7256657046,Jio
180145686408,7911486215,BSNL
509300383486,6173404675,Airtel
851522248778,7957735352,Jio
238579750601,6550692297,Vi
370998749185,9756116886,BSNL
188827026595,9514392048,Vi
243193571698,8171177824,BSNL
868457043511,7112177567,Vi
594662638503,9836946829,Vi
236351284831,9039395241,BSNL
